Year,Industry_Section,Industry,Accident_Kind,Total_NonFatal,Specified_Injuries,Over7Day_Injuries,Pct_Total,Pct_Specified,Pct_Over7Day,Severity,Year_Clean,Industry_Short
2016/17,Q,Human health and social work activities,"Exposure to, or contact with, a harmful substance",91,1,90,[k],[k],[k],Non-Fatal,2016/17,Human health and social work activities
2016/17,Q,Human health and social work activities,Exposure to fire,9,0,9,[k],0,[k],Non-Fatal,2016/17,Human health and social work activities
2016/17,Q,Human health and social work activities,Exposure to an explosion,3,0,3,[k],0,[k],Non-Fatal,2016/17,Human health and social work activities
2016/17,Q,Human health and social work activities,Contact with electricity or electrical discharge,33,4,29,[k],[k],[k],Non-Fatal,2016/17,Human health and social work activities
2016/17,Q,Human health and social work activities,Injured by an animal,32,5,27,[k],[k],[k],Non-Fatal,2016/17,Human health and social work activities
2016/17,Q,Human health and social work activities,Acts of violence,2868,419,2449,0.23,0.18,0.24,Non-Fatal,2016/17,Human health and social work activities
2016/17,Q,Human health and social work activities,Other kind of accident,1487,187,1300,0.12,0.08,0.13,Non-Fatal,2016/17,Human health and social work activities
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Contact with moving machinery,70,18,52,0.02,0.02,0.02,Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Struck by moving, including flying/falling, object",221,69,152,0.07,0.06,0.07,Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Struck by moving vehicle,62,22,40,0.02,0.02,0.02,Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Strike against something fixed or stationary,84,29,55,0.03,0.02,0.03,Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Injured while handling, lifting or carrying",483,59,424,0.15,0.05,0.2,Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Slips, trips or falls on same level",998,506,492,0.3,0.43,0.23,Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Falls from a height,323,189,134,0.1,0.16,0.06,Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Trapped by something collapsing/overturning,12,3,9,[k],[k],[k],Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Exposure to, or contact with, a harmful substance",38,2,36,0.01,[k],0.02,Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Exposure to fire,4,1,3,[k],[k],[k],Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Exposure to an explosion,3,1,2,[k],[k],[k],Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Contact with electricity or electrical discharge,22,5,17,[k],[k],[k],Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Injured by an animal,200,102,98,0.06,0.09,0.05,Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Acts of violence,178,33,145,0.05,0.03,0.07,Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Other kind of accident,579,137,442,0.18,0.12,0.21,Non-Fatal,2016/17,"Arts, entertainment and recreation; other service "
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Contact with moving machinery,79,27,52,0.1,0.09,0.11,Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]","Struck by moving, including flying/falling, object",79,34,45,0.1,0.11,0.09,Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Struck by moving vehicle,18,11,7,0.02,0.04,0.01,Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Strike against something fixed or stationary,19,10,9,0.02,0.03,0.02,Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]","Injured while handling, lifting or carrying",113,12,101,0.14,0.04,0.21,Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]","Slips, trips or falls on same level",185,82,103,0.23,0.27,0.21,Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Falls from a height,82,49,33,0.1,0.16,0.07,Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Trapped by something collapsing/overturning,10,7,3,0.01,0.02,[k],Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]","Exposure to, or contact with, a harmful substance",11,0,11,0.01,0,0.02,Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Exposure to fire,4,1,3,[k],[k],[k],Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Exposure to an explosion,1,0,1,[k],0,[k],Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Contact with electricity or electrical discharge,1,1,0,[k],[k],0,Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Injured by an animal,97,52,45,0.12,0.17,0.09,Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Acts of violence,0,0,0,0,0,0,Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Other kind of accident,97,23,74,0.12,0.07,0.15,Non-Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,B,Mining and quarrying [Note 3],Contact with moving machinery,7,0,7,0.06,0,0.09,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],"Struck by moving, including flying/falling, object",11,2,9,0.09,0.05,0.11,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],Struck by moving vehicle,3,1,2,0.02,0.02,0.03,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],Strike against something fixed or stationary,6,3,3,0.05,0.07,0.04,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],"Injured while handling, lifting or carrying",18,5,13,0.15,0.12,0.16,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],"Slips, trips or falls on same level",40,18,22,0.33,0.44,0.28,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],Falls from a height,18,10,8,0.15,0.24,0.1,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],Trapped by something collapsing/overturning,0,0,0,0,0,0,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],"Exposure to, or contact with, a harmful substance",4,0,4,0.03,0,0.05,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],Exposure to fire,0,0,0,0,0,0,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],Exposure to an explosion,0,0,0,0,0,0,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],Contact with electricity or electrical discharge,0,0,0,0,0,0,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],Injured by an animal,0,0,0,0,0,0,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],Acts of violence,0,0,0,0,0,0,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,B,Mining and quarrying [Note 3],Other kind of accident,14,2,12,0.12,0.05,0.15,Non-Fatal,2017/18,Mining and quarrying [Note 3]
2017/18,C,Manufacturing,Contact with moving machinery,1416,303,1113,0.11,0.11,0.11,Non-Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,"Struck by moving, including flying/falling, object",1542,322,1220,0.12,0.12,0.13,Non-Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Struck by moving vehicle,269,109,160,0.02,0.04,0.02,Non-Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Strike against something fixed or stationary,509,100,409,0.04,0.04,0.04,Non-Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,"Injured while handling, lifting or carrying",2879,248,2631,0.23,0.09,0.27,Non-Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,"Slips, trips or falls on same level",3003,1061,1942,0.24,0.38,0.2,Non-Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Falls from a height,824,385,439,0.07,0.14,0.05,Non-Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Trapped by something collapsing/overturning,66,30,36,[k],0.01,[k],Non-Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Drowning or asphyxiation,1,1,0,[k],[k],0,Non-Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,"Exposure to, or contact with, a harmful substance",238,20,218,0.02,[k],0.02,Non-Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Exposure to fire,43,6,37,[k],[k],[k],Non-Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Exposure to an explosion,11,4,7,[k],[k],[k],Non-Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Contact with electricity or electrical discharge,39,2,37,[k],[k],[k],Non-Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Injured by an animal,8,0,8,[k],0,[k],Non-Fatal,2017/18,Manufacturing
