Year,Industry_Section,Industry,Accident_Kind,Fatal_Workers,Fatal_Employees,Fatal_SelfEmployed,Severity,Year_Clean,Industry_Short
2016/17,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Other kind of accident,0,0,0,Fatal,2016/17,"Arts, entertainment and recreation; other service "
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Contact with moving machinery,1,0,1,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]","Struck by moving, including flying/falling, object",4,2,2,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Struck by moving vehicle,5,2,3,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Strike against something fixed or stationary,0,0,0,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]","Injured while handling, lifting or carrying",0,0,0,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]","Slips, trips or falls on same level",2,2,0,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Falls from a height,3,1,2,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Trapped by something collapsing/overturning,4,2,2,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Drowning or asphyxiation,1,0,1,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]","Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Exposure to fire,0,0,0,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Exposure to an explosion,0,0,0,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Contact with electricity or electrical discharge,1,0,1,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Injured by an animal,8,1,7,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Acts of violence,0,0,0,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,A,"Agriculture, forestry and fishing [Note 8]",Other kind of accident,0,0,0,Fatal,2017/18,"Agriculture, forestry and fishing [Note 8]"
2017/18,B,Mining and quarrying,Contact with moving machinery,1,0,1,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,"Struck by moving, including flying/falling, object",1,1,0,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,Struck by moving vehicle,2,2,0,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,Strike against something fixed or stationary,0,0,0,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,"Injured while handling, lifting or carrying",0,0,0,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,"Slips, trips or falls on same level",0,0,0,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,Falls from a height,0,0,0,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,Trapped by something collapsing/overturning,0,0,0,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,Drowning or asphyxiation,0,0,0,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,Exposure to fire,0,0,0,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,Exposure to an explosion,0,0,0,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,Contact with electricity or electrical discharge,0,0,0,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,Injured by an animal,0,0,0,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,Acts of violence,0,0,0,Fatal,2017/18,Mining and quarrying
2017/18,B,Mining and quarrying,Other kind of accident,0,0,0,Fatal,2017/18,Mining and quarrying
2017/18,C,Manufacturing,Contact with moving machinery,2,2,0,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,"Struck by moving, including flying/falling, object",4,3,1,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Struck by moving vehicle,4,3,1,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Strike against something fixed or stationary,0,0,0,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,"Injured while handling, lifting or carrying",0,0,0,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,"Slips, trips or falls on same level",1,1,0,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Falls from a height,1,0,1,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Trapped by something collapsing/overturning,1,1,0,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Drowning or asphyxiation,0,0,0,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,"Exposure to, or contact with, a harmful substance",1,1,0,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Exposure to fire,1,1,0,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Exposure to an explosion,0,0,0,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Contact with electricity or electrical discharge,0,0,0,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Injured by an animal,0,0,0,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Acts of violence,0,0,0,Fatal,2017/18,Manufacturing
2017/18,C,Manufacturing,Other kind of accident,0,0,0,Fatal,2017/18,Manufacturing
2017/18,D,"Electricity, gas, steam and air conditioning supply",Contact with moving machinery,0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply","Struck by moving, including flying/falling, object",0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply",Struck by moving vehicle,0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply",Strike against something fixed or stationary,0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply","Injured while handling, lifting or carrying",0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply","Slips, trips or falls on same level",0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply",Falls from a height,0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply",Trapped by something collapsing/overturning,0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply",Drowning or asphyxiation,0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply","Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply",Exposure to fire,0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply",Exposure to an explosion,0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply",Contact with electricity or electrical discharge,0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply",Injured by an animal,0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply",Acts of violence,0,0,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,D,"Electricity, gas, steam and air conditioning supply",Other kind of accident,1,1,0,Fatal,2017/18,"Electricity, gas, steam and air conditioning suppl"
2017/18,E,"Water supply; sewerage, waste management and remediation activities",Contact with moving machinery,7,7,0,Fatal,2017/18,"Water supply; sewerage, waste management and remed"
2017/18,E,"Water supply; sewerage, waste management and remediation activities","Struck by moving, including flying/falling, object",1,1,0,Fatal,2017/18,"Water supply; sewerage, waste management and remed"
2017/18,E,"Water supply; sewerage, waste management and remediation activities",Struck by moving vehicle,2,2,0,Fatal,2017/18,"Water supply; sewerage, waste management and remed"
2017/18,E,"Water supply; sewerage, waste management and remediation activities",Strike against something fixed or stationary,0,0,0,Fatal,2017/18,"Water supply; sewerage, waste management and remed"
2017/18,E,"Water supply; sewerage, waste management and remediation activities","Injured while handling, lifting or carrying",0,0,0,Fatal,2017/18,"Water supply; sewerage, waste management and remed"
2017/18,E,"Water supply; sewerage, waste management and remediation activities","Slips, trips or falls on same level",0,0,0,Fatal,2017/18,"Water supply; sewerage, waste management and remed"
2017/18,E,"Water supply; sewerage, waste management and remediation activities",Falls from a height,1,1,0,Fatal,2017/18,"Water supply; sewerage, waste management and remed"
2017/18,E,"Water supply; sewerage, waste management and remediation activities",Trapped by something collapsing/overturning,0,0,0,Fatal,2017/18,"Water supply; sewerage, waste management and remed"
2017/18,E,"Water supply; sewerage, waste management and remediation activities",Drowning or asphyxiation,0,0,0,Fatal,2017/18,"Water supply; sewerage, waste management and remed"
2017/18,E,"Water supply; sewerage, waste management and remediation activities","Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2017/18,"Water supply; sewerage, waste management and remed"
